0.051793,0.00019708,3.777e-006
0.054383,0.00015868,3.0222e-006
0.057102,0.00012918,2.458e-006
0.059957,0.00010153,1.9753e-006
0.062955,8.3475e-005,1.6537e-006
0.066103,6.6142e-005,1.3475e-006
0.069408,5.3594e-005,1.1509e-006
0.072878,4.4066e-005,9.8423e-007
0.076522,3.5448e-005,8.2983e-007
0.080348,2.8368e-005,7.1628e-007
0.084365,2.219e-005,6.0068e-007
0.088584,1.8312e-005,5.1325e-007
0.093013,1.4493e-005,4.3453e-007
0.097664,1.0691e-005,3.5746e-007
0.10255,9.1419e-006,3.1762e-007
0.10767,7.3393e-006,2.751e-007
0.11306,5.8462e-006,2.4007e-007
0.11871,4.2717e-006,2.032e-007
0.12465,3.4773e-006,1.765e-007
0.13088,3.4191e-006,1.7427e-007
0.13742,2.4977e-006,1.5374e-007
0.14429,2.0866e-006,1.4388e-007
0.15151,1.7043e-006,1.3609e-007
0.15908,1.3131e-006,1.2784e-007
0.16704,1.1952e-006,3.92e-007
0.17539,1.0428e-006,8.52e-008
0.18416,7.4783e-007,3.9617e-007
0.19337,9.3237e-007,1.7785e-007
0.20304,8.8091e-007,2.8065e-007
0.21319,8.5696e-007,4.0612e-007
0.22385,9.0604e-007,3.4384e-007
0.23504,7.4299e-007,2.8376e-007
0.24679,6.7553e-007,2.2092e-007
0.25913,7.8238e-007,3.4918e-007
0.27209,9.1948e-007,3.3083e-007
0.28569,6.9966e-007,2.7682e-007
0.29998,8.6887e-007,1.679e-007
0.31497,7.3433e-007,2.0612e-007
0.33072,8.342e-007,3.3869e-007
0.34726,8.7646e-007,6.1275e-007
0.36462,5.115e-007,3.251e-007
0.38285,6.75e-007,2.0851e-007
0.402,7.6839e-007,2.9566e-007
0.4221,7.7006e-007,2.0503e-007
0.4432,8.558e-007,3.0025e-007
0.46536,7.4525e-007,2.6812e-007
0.48863,6.8717e-007,2.7538e-007
0.51306,6.6166e-007,2.6417e-007
0.53871,7.0256e-007,3.9303e-007
0.56565,8.6691e-007,2.3217e-007
0.58877,7.2584e-007,3.917e-007
