0.051793,0.00028757,4.531e-006
0.054383,0.00025548,3.8042e-006
0.057102,0.00022847,3.2455e-006
0.059957,0.00019658,2.7286e-006
0.062955,0.00018191,2.4276e-006
0.066103,0.00016116,2.0915e-006
0.069408,0.00013862,1.8422e-006
0.072878,0.00012678,1.6608e-006
0.076522,0.0001083,1.4405e-006
0.080348,9.0971e-005,1.2748e-006
0.084365,7.9257e-005,1.1286e-006
0.088584,7.0473e-005,1.0014e-006
0.093013,5.7538e-005,8.6125e-007
0.097664,5.0702e-005,7.7416e-007
0.10255,4.3675e-005,6.905e-007
0.10767,3.766e-005,6.194e-007
0.11306,3.0401e-005,5.4457e-007
0.11871,2.5851e-005,4.9624e-007
0.12465,2.2255e-005,4.4405e-007
0.13088,1.7539e-005,3.9135e-007
0.13742,1.5091e-005,3.7639e-007
0.14429,1.3031e-005,3.5717e-007
0.15151,1.0098e-005,3.2848e-007
0.15908,8.6501e-006,3.2358e-007
0.16704,6.3784e-006,3.0356e-007
0.17539,4.9608e-006,2.8426e-007
0.18416,3.8611e-006,2.6284e-007
0.19337,3.1675e-006,2.5359e-007
0.20304,2.8389e-006,5.244e-007
0.21319,2.2599e-006,4.669e-007
0.22385,2.0117e-006,4.509e-007
0.23504,1.6931e-006,4.934e-007
0.24679,1.5752e-006,3.212e-007
0.25913,1.1648e-006,1.717e-007
0.27209,1.2812e-006,3.476e-007
0.28569,1.6155e-006,7.2017e-007
0.29998,8.5324e-007,4.5486e-007
0.31497,1.4267e-006,3.682e-007
0.33072,1.4027e-006,4.5401e-007
0.34726,1.3553e-006,2.324e-007
0.36462,1.1188e-006,4.878e-007
0.38285,1.2806e-006,4.188e-007
0.402,1.3729e-006,4.0215e-007
0.4221,1.5888e-006,5.801e-007
0.4432,1.4595e-006,3.273e-007
0.46536,1.3708e-006,4.3291e-007
0.48863,1.6579e-006,5.011e-007
0.51306,1.3384e-006,3.066e-007
0.53871,1.4493e-006,4.05e-007
0.56565,1.2554e-006,3.5866e-007
0.58877,1.552e-006,7.6511e-007
