0.051793,0.0003697,5.055e-006
0.054383,0.0003294,4.2591e-006
0.057102,0.00029433,3.6235e-006
0.059957,0.0002615,3.098e-006
0.062955,0.00022896,2.6812e-006
0.066103,0.00019916,2.2848e-006
0.069408,0.00017465,2.0352e-006
0.072878,0.00014923,1.7733e-006
0.076522,0.00013354,1.5755e-006
0.080348,0.00011148,1.3895e-006
0.084365,9.3948e-005,1.2108e-006
0.088584,7.8367e-005,1.0395e-006
0.093013,6.4789e-005,9.0014e-007
0.097664,5.4126e-005,7.8806e-007
0.10255,4.5437e-005,6.9385e-007
0.10767,3.7618e-005,6.0991e-007
0.11306,3.0891e-005,5.4017e-007
0.11871,2.514e-005,4.8219e-007
0.12465,1.9771e-005,4.1219e-007
0.13088,1.6132e-005,3.6962e-007
0.13742,1.2471e-005,3.3679e-007
0.14429,9.3597e-006,2.9782e-007
0.15151,7.6655e-006,2.8241e-007
0.15908,5.8659e-006,2.6216e-007
0.16704,4.2535e-006,2.4415e-007
0.17539,3.0161e-006,2.1889e-007
0.18416,2.4265e-006,2.056e-007
0.19337,2.387e-006,2.1735e-007
0.20304,2.0238e-006,5.691e-007
0.21319,1.617e-006,1.264e-007
0.22385,1.6834e-006,1.999e-007
0.23504,1.8411e-006,3.884e-007
0.24679,1.3009e-006,5.944e-007
0.25913,1.2989e-006,5.71e-007
0.27209,1.3596e-006,2.156e-007
0.28569,1.2933e-006,3.599e-007
0.29998,1.8059e-006,8.9822e-007
0.31497,1.2744e-006,3.145e-007
0.33072,1.195e-006,4.17e-007
0.34726,1.0572e-006,4.5458e-007
0.36462,1.2035e-006,4.73e-007
0.38285,1.1915e-006,3.478e-007
0.402,1.413e-006,4.5143e-007
0.4221,1.4685e-006,2.498e-007
0.4432,1.2109e-006,1.931e-007
0.46536,1.1541e-006,4.334e-007
0.48863,1.3433e-006,1.404e-007
0.51306,1.3758e-006,6.1262e-007
0.53871,1.2107e-006,6.9825e-007
0.56565,1.2031e-006,4.565e-007
0.58877,1.1028e-006,1.152e-007
