0.051793,0.00034985,5.0354e-006
0.054383,0.00031165,4.2426e-006
0.057102,0.00028761,3.6729e-006
0.059957,0.00024688,3.0832e-006
0.062955,0.00021509,2.6625e-006
0.066103,0.00019243,2.3042e-006
0.069408,0.00016831,2.0471e-006
0.072878,0.00014882,1.8137e-006
0.076522,0.00013023,1.5953e-006
0.080348,0.00010985,1.413e-006
0.084365,9.301e-005,1.233e-006
0.088584,7.9305e-005,1.0706e-006
0.093013,6.7076e-005,9.3772e-007
0.097664,5.8056e-005,8.355e-007
0.10255,4.7308e-005,7.2453e-007
0.10767,3.983e-005,6.4247e-007
0.11306,3.2151e-005,5.6431e-007
0.11871,2.7395e-005,5.1552e-007
0.12465,2.1987e-005,2.216e-006
0.13088,1.8585e-005,2.453e-006
0.13742,1.4942e-005,2.471e-006
0.14429,1.1456e-005,2.0963e-006
0.15151,9.3753e-006,1.7098e-006
0.15908,6.2979e-006,1.0298e-006
0.16704,5.5088e-006,1.6133e-006
0.17539,4.2825e-006,1.2664e-006
0.18416,3.4385e-006,1.012e-006
0.19337,2.6153e-006,3.151e-007
0.20304,2.2895e-006,5.691e-007
0.21319,1.6778e-006,1.264e-007
0.22385,1.5736e-006,1.999e-007
0.23504,1.7357e-006,3.884e-007
0.24679,1.7277e-006,5.944e-007
0.25913,1.6036e-006,5.71e-007
0.27209,1.144e-006,2.156e-007
0.28569,1.6532e-006,3.599e-007
0.29998,1.6632e-006,8.9822e-007
0.31497,1.2679e-006,3.145e-007
0.33072,1.5244e-006,4.17e-007
0.34726,1.287e-006,4.5458e-007
0.36462,1.325e-006,4.73e-007
0.38285,1.215e-006,3.478e-007
0.402,9.6157e-007,4.5143e-007
0.4221,1.2187e-006,2.498e-007
0.4432,1.1839e-006,1.931e-007
0.46536,1.5875e-006,4.334e-007
0.48863,1.2184e-006,1.404e-007
0.51306,1.6091e-006,6.1262e-007
0.53871,1.5399e-006,6.9825e-007
0.56565,1.2561e-006,4.565e-007
0.58877,1.0005e-006,1.152e-007
