0.051793,0.00023391,4.0848e-006
0.054383,0.00019095,3.2885e-006
0.057102,0.00016369,2.7394e-006
0.059957,0.00013696,2.273e-006
0.062955,0.00011363,1.9113e-006
0.066103,9.2508e-005,1.579e-006
0.069408,7.6078e-005,1.3601e-006
0.072878,6.5714e-005,1.1901e-006
0.076522,5.5096e-005,1.0242e-006
0.080348,4.4664e-005,8.8974e-007
0.084365,3.6655e-005,7.6441e-007
0.088584,2.955e-005,6.4568e-007
0.093013,2.4665e-005,5.6171e-007
0.097664,1.9899e-005,4.8308e-007
0.10255,1.6306e-005,4.2024e-007
0.10767,1.3643e-005,3.7135e-007
0.11306,1.1748e-005,3.3685e-007
0.11871,9.6352e-006,3.0204e-007
0.12465,8.1506e-006,2.6771e-007
0.13088,6.6776e-006,2.4048e-007
0.13742,5.782e-006,2.3203e-007
0.14429,4.7808e-006,2.1539e-007
0.15151,3.9278e-006,2.0412e-007
0.15908,3.0931e-006,1.9345e-007
0.16704,2.7818e-006,5.891e-007
0.17539,2.5099e-006,6.091e-007
0.18416,2.4472e-006,8.876e-007
0.19337,1.9948e-006,2.011e-007
0.20304,1.62e-006,4.286e-007
0.21319,1.6659e-006,4.51e-007
0.22385,1.6393e-006,4.241e-007
0.23504,1.093e-006,2.777e-007
0.24679,1.3654e-006,9.88e-008
0.25913,1.2077e-006,6.9332e-007
0.27209,9.213e-007,2.168e-007
0.28569,7.7564e-007,5.3956e-007
0.29998,1.1519e-006,4.6611e-007
0.31497,7.1242e-007,3.2138e-007
0.33072,6.6265e-007,4.6705e-007
0.34726,7.9434e-007,6.4686e-007
0.36462,6.9092e-007,3.993e-007
0.38285,7.6719e-007,1.8886e-007
0.402,1.0949e-006,4.0952e-007
0.4221,6.558e-007,5.0615e-007
0.4432,5.605e-007,2.3667e-007
0.46536,9.2798e-007,4.2512e-007
0.48863,8.0457e-007,4.387e-007
0.51306,5.6429e-007,1.9893e-007
0.53871,7.0602e-007,2.1907e-007
0.56565,7.7029e-007,3.9193e-007
0.58877,7.7337e-007,3.5255e-007
