0.051793,0.00013856,3.1643e-006
0.054383,0.00011398,2.5601e-006
0.057102,9.2259e-005,2.0709e-006
0.059957,7.4529e-005,1.6888e-006
0.062955,6.3037e-005,1.4356e-006
0.066103,5.313e-005,1.2076e-006
0.069408,4.37e-005,1.0393e-006
0.072878,3.8138e-005,9.1462e-007
0.076522,3.2477e-005,7.9305e-007
0.080348,2.7198e-005,7.0125e-007
0.084365,2.4186e-005,6.274e-007
0.088584,2.1345e-005,5.5385e-007
0.093013,1.9421e-005,5.0333e-007
0.097664,1.7796e-005,4.6153e-007
0.10255,1.5673e-005,4.1606e-007
0.10767,1.3591e-005,3.7454e-007
0.11306,1.2615e-005,3.5273e-007
0.11871,1.1685e-005,3.3584e-007
0.12465,1.0111e-005,3.0104e-007
0.13088,1.007e-005,2.9825e-007
0.13742,8.6363e-006,2.8658e-007
0.14429,7.9966e-006,2.818e-007
0.15151,7.3811e-006,2.8323e-007
0.15908,6.133e-006,2.7481e-007
0.16704,6.2269e-006,3.0245e-007
0.17539,5.2403e-006,2.9517e-007
0.18416,4.2783e-006,2.7998e-007
0.19337,3.2286e-006,2.5934e-007
0.20304,3.1417e-006,2.316e-007
0.21319,2.3529e-006,4.227e-007
0.22385,2.4044e-006,1.497e-007
0.23504,1.5697e-006,8.146e-007
0.24679,1.5912e-006,1.084e-007
0.25913,1.1944e-006,4.744e-007
0.27209,1.1163e-006,1.884e-007
0.28569,8.5265e-007,3.9385e-007
0.29998,7.4739e-007,2.3955e-007
0.31497,9.8543e-007,3.5324e-007
0.33072,9.6167e-007,5.0846e-007
0.34726,7.257e-007,2.2312e-007
0.36462,7.2096e-007,4.2866e-007
0.38285,8.5488e-007,2.9493e-007
0.402,7.129e-007,2.3347e-007
0.4221,6.1964e-007,3.3494e-007
0.4432,8.3338e-007,2.3371e-007
0.46536,9.0998e-007,3.2624e-007
0.48863,1.1713e-006,6.0419e-007
0.51306,8.2604e-007,3.4822e-007
0.53871,9.4715e-007,4.3279e-007
0.56565,5.9619e-007,1.8863e-007
0.58877,4.5446e-007,4.396e-007
